Transaction_ID,Date,Unit_Price,Units_Sold,Marketing_Spend,Logistics_Delay,Revenue,Customer_Score_Freq,Region_enc,Channel_enc,Product_Variant_enc,Year,Month,Day,DayOfWeek
RB06986-DUP,2023-02-09,1.1695111979288668,-0.057322791682636084,0.061251606030207,0,0.03294069784385871,1,1,3,3,2023,2,9,3
RB09462,2024-12-31,0.6873090224416895,-0.005417564096176964,-0.37353145068756743,1,0.052803597013076506,1,6,0,4,2024,12,31,1
RB05790,2024-08-03,0.20510684695451212,-0.06342928904574892,0.06597326037625068,3,-0.046902929737668075,2,4,3,1,2024,8,3,5
RB09304,2023-10-03,0.20510684695451212,-0.032896802230184735,0.2751963144937167,3,-0.015540457365218927,1,4,3,1,2023,10,3,1
RB08629,2024-07-17,-0.2770953285326653,-0.062411539485230115,0.2870121977946396,2,-0.0823163881248919,2,6,4,2,2024,7,17,2
RB07032,2023-07-01,-0.2770953285326653,-0.12042326443480207,0.06667837814208202,1,-0.13818079203831696,0,4,3,2,2023,7,1,5
RB09483,2024-12-15,0.6873090224416895,-0.1438315043267346,0.11565146882579778,1,-0.09825897824755356,0,5,2,4,2024,12,15,6
RB09521,2023-05-05,1.1695111979288668,0.21238084185484757,0.22715840118587058,2,0.3446052670450721,1,4,3,3,2023,5,5,4
RB04348,2023-08-19,1.1695111979288668,-0.1244942626768773,-0.05048810211003426,1,-0.04468142127795293,2,0,2,3,2023,8,19,5
RB02671,2024-02-04,0.20510684695451212,0.07803789986636515,-0.03386772127409283,5,0.09840985892134631,0,6,0,1,2024,2,4,6
RB03057,2023-02-21,-0.2770953285326653,-0.11431676707168924,-0.4106082594345028,2,-0.13230032846848272,1,6,3,2,2023,2,21,1
RB04223,2023-11-21,-0.2770953285326653,0.0037421819484922928,0.29278582483215676,5,-0.018611366118354573,0,3,0,2,2023,11,21,1
RB08283,2023-12-28,-1.7237018549941974,-0.0756422837719746,-0.19330894505154,3,-0.20188581404485428,0,1,4,0,2023,12,28,3
RB00836,2023-02-06,0.6873090224416895,-0.004399814535658158,-0.21056002059174198,2,0.05391435124293408,2,2,4,4,2023,2,6,0
RB05283,2024-10-16,-0.2770953285326653,-0.3809671519276165,-0.2868789689135046,5,-0.3890805710179101,1,5,1,2,2024,10,16,2
RB01781,2023-08-27,1.1695111979288668,-0.2384822134549836,-0.24484256931710946,1,-0.17640380524223934,2,4,1,3,2023,8,27,6
RB00505,2023-05-04,0.20510684695451212,0.012901927993161548,-0.415431091117901,3,0.0315032511934548,2,1,4,1,2023,5,4,3
RB00080,2023-11-16,-1.7237018549941974,-0.2069319770789006,0.18624608859790878,4,-0.3030297874460028,2,2,2,0,2023,11,16,3
RB00629,2024-07-15,-0.2770953285326653,-0.3819849014881353,-0.3637207799853541,1,-0.39006064827954917,1,7,3,2,2024,7,15,0
RB04028,2023-01-20,1.1695111979288668,-0.04816304563796683,0.0031274665604263618,1,0.0435255322695603,1,0,2,3,2023,1,20,4
RB01063,2024-03-31,-1.7237018549941974,-0.18555923630800567,-0.41930842397893436,2,-0.286564489450467,1,1,3,0,2024,3,31,6
RB08718,2023-10-16,-0.2770953285326653,-0.03595005091174115,0.11436563388610377,3,-0.05683437932227697,2,2,3,2,2023,10,16,0
RB06344,2024-04-05,0.6873090224416895,-0.1082102697085764,0.1678839636658989,5,-0.05938258020253846,0,4,2,4,2024,4,5,4
RB01394,2024-01-04,-1.7237018549941974,0.0037421819484922928,-0.024011147296677093,0,-0.14072899291857843,2,1,0,0,2024,1,4,3
RB00592,2024-08-03,-0.2770953285326653,-0.07869553245353102,-0.09105220168728884,5,-0.09799762431111647,0,4,2,2,2024,8,3,5
RB06531,2023-02-27,1.1695111979288668,-0.16927524333970478,0.24367448108880763,1,-0.09642950069249402,1,6,2,3,2023,2,27,0
RB05422,2024-11-18,0.20510684695451212,-0.18454148674748688,0.0424415846437072,2,-0.17130740348171636,2,2,4,1,2024,11,18,0
RB03439,2024-03-30,1.1695111979288668,18.26725804545847,-0.002983237190263526,2,21.208490012816867,2,3,0,3,2024,3,30,5
RB00993,2023-10-21,1.1695111979288668,-0.204896477957863,-0.19159694301839858,3,-0.13759274568133353,1,1,3,3,2023,10,21,5
RB01909,2023-06-18,1.1695111979288668,-0.2741034480731418,0.022935273044299632,3,-0.21756705023107886,2,2,1,3,2023,6,18,6
RB01247,2023-05-15,-0.2770953285326653,-0.043074297835372796,0.09557027981830774,2,-0.06369492015375022,2,4,3,2,2023,5,15,0
RB01874,2024-07-13,0.20510684695451212,0.007813180190567518,0.3094063414766047,2,0.02627617246471327,2,4,0,1,2024,7,13,5
RB04890,2023-11-02,0.6873090224416895,-0.004399814535658158,0.254355955934802,3,0.05391435124293408,2,7,3,4,2023,11,2,3
RB09467,2024-01-04,0.20510684695451212,-0.05325179344056086,-0.08233872790921873,4,-0.036448772280185025,0,5,1,1,2024,1,4,3
RB01421,2024-11-20,0.6873090224416895,-0.2517129577417281,0.2651659056279604,4,-0.2159989266124564,2,1,1,4,2024,11,20,2
RB09301,2024-09-05,-1.7237018549941974,0.005777681069529905,-0.21777063743670544,1,-0.139160869299956,2,3,3,0,2024,9,5,3
RB03109,2024-05-06,1.1695111979288668,-0.10413927146650118,-0.023414133102032424,0,-0.021159566998616066,2,7,3,3,2024,5,6,0
RB03449,2023-11-19,-1.7237018549941974,0.06582490514013947,-0.34736318860952126,2,-0.09290122255059349,1,7,1,0,2023,11,19,6
RB03683,2023-09-25,1.1695111979288668,0.17268860899461413,-0.17745411676682957,3,0.2987376512003652,1,4,1,3,2023,9,25,0
RB04287,2023-08-10,-1.7237018549941974,-0.06546478816678654,0.17286107381269936,1,-0.194045195951742,0,0,2,0,2023,8,10,3
RB05167,2024-04-21,-0.2770953285326653,-0.08174878113508743,-0.16171173792551446,4,-0.10093785609603359,0,6,2,2,2024,4,21,6
RB01951,2023-09-15,-1.7237018549941974,-0.04816304563796683,-0.20577589433270088,0,-0.1807161451934511,0,5,4,0,2023,9,15,4
RB01900,2024-10-27,0.20510684695451212,0.012901927993161548,0.1781991629698194,0,0.0315032511934548,2,3,4,1,2024,10,27,6
RB05566,2024-06-06,0.6873090224416895,-0.2079497266394194,0.27600193055437,3,-0.1682364947285807,0,2,3,4,2024,6,6,3
RB04826,2023-02-28,-0.2770953285326653,-0.23949996301550242,-0.38535616154141394,0,-0.2528498316500841,1,4,3,2,2023,2,28,1
RB06956,2024-10-18,0.6873090224416895,-0.18555923630800567,-0.15160459725357658,2,-0.14379990167171408,0,5,3,4,2024,10,18,4
RB05856,2024-06-09,0.20510684695451212,0.006795430630048712,-0.05048810211003426,0,0.025230756718964964,0,5,3,1,2024,6,9,6
RB01821,2023-09-30,0.6873090224416895,-0.09396177586131312,-0.06156315000791206,5,-0.04383202098453243,0,5,1,4,2023,9,30,5
RB08387,2023-10-24,-0.2770953285326653,-0.03493230135122235,-0.25573454734820367,2,-0.055854302060637934,1,4,4,2,2023,10,24,1
RB00085,2024-01-05,-0.2770953285326653,-0.02271930662499667,-0.425221933778163,2,-0.04409337492096951,0,7,0,2,2024,1,5,4
RB03226,2023-11-03,0.6873090224416895,0.021043924477312,0.002941952140525481,1,0.08168320698937342,1,4,1,4,2023,11,3,4
RB02446,2023-08-24,0.20510684695451212,-0.08378428025612505,0.043153628643370884,2,-0.06781124465263418,2,5,4,1,2023,8,24,3
RB01216,2023-03-30,0.6873090224416895,0.06378940601910187,-0.028304733230182115,2,0.12833488464339154,2,6,2,4,2023,3,30,3
RB00637,2024-08-11,-1.7237018549941974,-0.04103879871433518,0.14649208676202236,3,-0.17522771252827252,2,2,0,0,2024,8,11,6
RB03474,2024-09-25,0.20510684695451212,0.00170668282745468,0.020889996936167853,2,0.02000367799022344,0,2,1,1,2024,9,25,2
RB04653,2023-09-08,0.6873090224416895,0.09737514151622247,-0.12781570020969166,3,0.1649897742286915,0,3,2,4,2023,9,8,4
RB08619,2024-01-05,-0.2770953285326653,0.12078338140815502,-0.2042221092096507,1,0.09409751897013455,2,6,4,2,2024,1,5,4
RB06830,2024-12-17,-0.2770953285326653,0.0037421819484922928,-0.30949325818453216,1,-0.018611366118354573,1,6,4,2,2024,12,17,1
RB07222,2024-10-25,-1.7237018549941974,-0.04510979695641041,0.30946514655992613,2,-0.17836395976551742,1,2,2,0,2024,10,25,4
RB06290,2024-06-22,-0.2770953285326653,-0.026790304867071894,-0.08573679255075695,2,-0.04801368396752565,2,2,1,2,2024,6,22,5
RB09278,2023-01-27,0.6873090224416895,-0.1590977477345167,0.22785795080293472,0,-0.11492029169541716,0,6,2,4,2023,1,27,4
RB05585,2023-04-02,0.6873090224416895,-0.19878998059475017,0.12850941079721845,0,-0.15823970665986256,2,7,4,4,2023,4,2,6
RB09294,2024-12-27,0.20510684695451212,-0.29547618884403676,0.16752379950661836,5,-0.28525771976828157,2,5,4,1,2024,12,27,4
RB01144,2023-06-17,0.6873090224416895,-0.3036181853281872,0.24504628281312635,2,-0.2726473923351927,0,7,3,4,2023,6,17,5
RB02038,2024-05-28,0.6873090224416895,0.038345667006131706,0.29654296716492345,1,0.10056602889695218,1,1,4,4,2024,5,28,1
RB02751,2024-11-06,0.20510684695451212,-0.14892025212932866,-0.4197297019661472,2,-0.1347178523805257,1,3,1,1,2024,11,6,2
RB09339,2023-06-27,0.6873090224416895,-0.1285652609189525,0.1167430976011739,3,-0.08159766479968994,0,2,1,4,2023,6,27,1
RB00065,2024-12-07,-1.7237018549941974,-0.07055353596938056,-0.24304392145681084,1,-0.19796550499829813,2,4,3,0,2024,12,7,5
RB05399,2023-12-07,1.1695111979288668,0.05666515909547022,-0.013353031513803544,4,0.16466308180814512,0,5,1,3,2023,12,7,3
RB03467,2024-04-11,0.6873090224416895,-0.05834054124315489,0.13559019470995254,3,-0.0049556229395173405,0,6,2,4,2024,4,11,3
RB05536,2024-10-11,0.6873090224416895,-0.23135796653135196,0.0478769126914928,1,-0.1937838420153049,1,2,2,4,2024,10,11,4
RB04741,2024-02-04,1.1695111979288668,-0.19064798411059972,-0.36087287560371245,1,-0.12112744768579772,2,2,0,3,2024,2,4,6
RB00097,2023-12-26,-0.2770953285326653,-0.16316874597659195,-0.06969889439926291,1,-0.17934403702715646,2,1,2,2,2023,12,26,1
RB07339,2023-11-29,-1.7237018549941974,0.10755263712141053,0.17769314047454055,2,-0.06075468836883312,2,6,1,0,2023,11,29,2
RB04282,2023-09-15,-1.7237018549941974,-0.04510979695641041,-0.3224647360674002,5,-0.17836395976551742,2,2,4,0,2023,9,15,4
RB04454,2023-11-17,0.6873090224416895,-0.1702929929002236,-0.05048810211003426,3,-0.1271385882238505,2,2,0,4,2023,11,17,4
RB07197,2023-02-25,1.1695111979288668,0.03631016788509409,-0.32899508810322475,3,0.14114122752880828,0,7,3,3,2023,2,25,5
RB00040,2023-04-24,1.1695111979288668,-0.267996950710029,-0.23397340711511,3,-0.2105104939472778,2,3,3,3,2023,4,24,0
RB02619,2023-10-15,0.20510684695451212,0.07396690162428993,0.14934067018619662,2,0.09422819593835309,0,2,4,1,2023,10,15,6
RB09396,2024-10-23,0.20510684695451212,-0.08073103157456862,-0.013647600164436802,5,-0.06467499741538926,1,2,3,1,2024,10,23,2
RB02790,2023-03-03,-1.7237018549941974,-0.0919262767402755,0.12353610328860043,0,-0.21443080299383394,1,4,2,0,2023,3,3,4
RB05938,2023-01-13,-0.2770953285326653,0.0006889332669358738,0.05698165077683564,1,-0.021551597903271682,0,7,1,2,2023,1,13,4
RB02888,2023-10-26,0.6873090224416895,-0.14484925388725342,0.22204602576658014,0,-0.09936973247741113,2,4,1,4,2023,10,26,3
RB04449,2023-12-12,1.1695111979288668,-0.1896302345500809,-0.2291558719634659,3,-0.11995135497183088,1,0,1,3,2023,12,12,1
RB04738,2023-04-30,0.20510684695451212,0.008830929751086325,-0.1573020357189381,4,0.027321588210461573,1,4,2,1,2023,4,30,6
RB07417,2024-05-21,1.1695111979288668,0.02816817140094364,0.04181170479048577,2,0.13173248581707353,2,4,1,3,2024,5,21,1
RB00553,2024-11-17,0.20510684695451212,-0.11431676707168924,0.10070207585402996,4,-0.09917371702508332,1,2,3,1,2024,11,17,6
RB02234,2024-02-14,1.1695111979288668,0.047505413050800964,-0.40768022803401666,2,0.15407824738244355,2,1,3,3,2024,2,14,2
RB05721,2023-02-22,1.1695111979288668,0.07091365294273351,-0.08146181238264455,2,0.18112837980368093,2,2,0,3,2023,2,22,2
RB08725,2024-12-23,-0.2770953285326653,0.12485437965023025,0.10830966096353983,2,0.09801782801669069,1,7,0,2,2024,12,23,0
RB06591,2024-06-28,0.20510684695451212,0.057682908655989025,-0.18271248633062476,3,0.07750154400638021,1,5,0,1,2024,6,28,4
RB05598,2024-07-04,-0.2770953285326653,-0.13161850960050894,0.10539045711597726,0,-0.14896164191634634,0,2,0,2,2024,7,4,3
RB08733,2024-08-27,0.20510684695451212,-0.09905052366390714,-0.06768200226899294,4,-0.08349248083885875,0,5,3,1,2024,8,27,1
RB00715,2024-04-27,1.1695111979288668,0.014937427114199162,0.24301784695980252,5,0.11644328053550457,1,6,3,3,2024,4,27,5
RB02880,2023-02-14,1.1695111979288668,-0.1590977477345167,0.1515153718010383,3,-0.08466857355282559,2,4,4,3,2023,2,14,1
RB01722,2023-07-13,1.1695111979288668,0.06582490514013947,-0.20147891318653285,3,0.17524791623384672,2,6,0,3,2023,7,13,3
RB07788,2024-01-21,0.6873090224416895,0.031221420082500062,-0.08388178416025413,1,0.09279074928794917,0,0,0,4,2024,1,21,6
RB05672-DUP,2024-10-09,1.1695111979288668,-0.4104818891826619,0.14506175157139525,4,-0.3751634739026358,2,0,4,3,2024,10,9,2
RB09187,2023-03-27,1.1695111979288668,-0.3382216703858266,0.17449647984816566,2,-0.29166089121099,0,2,4,3,2023,3,27,0
RB07111,2024-01-21,1.1695111979288668,-0.036967800472259955,-0.18155213845095156,1,0.05646255212319557,1,2,0,3,2024,1,21,6
RB00600,2023-07-09,0.20510684695451212,14.970767218938057,-0.18328274624948565,1,15.395978466456294,2,3,2,1,2023,7,9,6
RB04224,2023-05-21,0.6873090224416895,-0.02271930662499667,0.043575585673116264,3,0.03392077510549775,1,2,3,4,2023,5,21,6
RB06860,2024-05-07,-0.2770953285326653,-0.09701502454286953,0.01121852995313337,2,-0.11563901502061913,2,5,1,2,2024,5,7,1
RB00816,2023-02-26,0.20510684695451212,-0.0593582908036737,0.21364857838317286,2,-0.04272126675467486,0,7,3,1,2023,2,26,6
RB00316,2024-11-05,-0.2770953285326653,-0.10413927146650118,-0.21563885130992289,2,-0.12249955585209238,2,6,4,2,2024,11,5,1
RB05284,2023-05-07,-0.2770953285326653,0.09941064063726009,0.05785585013327953,1,0.0735158964757148,2,4,2,2,2023,5,7,6
RB00995,2023-03-14,0.6873090224416895,-0.08480202981664385,-0.01835159940463346,1,-0.033835232915814265,0,1,2,4,2023,3,14,1
RB00254,2024-02-05,1.1695111979288668,-0.18555923630800567,-0.23887039024306592,2,-0.11524698411596351,0,5,0,3,2024,2,5,0
RB02317,2024-05-05,0.20510684695451212,0.013919677553680355,-0.0881104536276446,2,0.0325486669392031,2,4,1,1,2024,5,5,6
RB04278,2023-11-23,-1.7237018549941974,-0.1407782556451782,-0.3674718109353276,1,-0.2520657698407729,0,4,1,0,2023,11,23,3
RB04560,2024-03-01,-1.7237018549941974,-0.14993800168984744,-0.21030958970572636,3,-0.259122326124574,1,3,2,0,2024,3,1,4
RB01100,2023-04-30,0.6873090224416895,-0.14892025212932866,-0.04950566337389711,2,-0.10381274939684143,1,4,1,4,2023,4,30,6
RB07827,2024-06-29,0.6873090224416895,-0.05834054124315489,-0.05048810211003426,1,-0.0049556229395173405,0,4,4,4,2024,6,29,5
RB01325,2024-03-26,1.1695111979288668,-0.1438315043267346,-0.2720819530860478,1,-0.06702718284332294,2,7,2,3,2024,3,26,1
RB07670,2024-01-30,-1.7237018549941974,0.05971840777702664,-0.2141646499716911,2,-0.09760559340646087,2,7,2,0,2024,1,30,1
RB09274,2023-07-15,1.1695111979288668,0.07091365294273351,-0.35934041241618525,3,0.18112837980368093,1,5,0,3,2023,7,15,5
RB04014,2023-03-27,1.1695111979288668,0.016972926235236774,0.1672588371104055,1,0.11879546596343825,2,4,2,3,2023,3,27,0
RB07213,2024-01-28,-1.7237018549941974,-0.024754805746034284,-0.10953927044529346,3,-0.16268272357929284,1,6,3,0,2024,1,28,6
RB05556,2023-05-03,1.1695111979288668,-0.1407782556451782,-0.2113671305459669,5,-0.06349890470142242,1,7,1,3,2023,5,3,2
RB06275,2024-03-26,0.20510684695451212,-0.18555923630800567,-0.1520175909218919,3,-0.17235281922746468,2,3,0,1,2024,3,26,1
RB04016,2023-08-31,1.1695111979288668,-0.11533451663220805,0.06539892620219427,1,-0.03409658685225134,0,6,4,3,2023,8,31,3
RB00895,2024-05-13,1.1695111979288668,-0.0776777828930122,0.17196908354190188,5,0.009418843564521853,2,7,1,3,2024,5,13,0
RB05925,2023-04-24,1.1695111979288668,0.03427466876405648,0.2630683432448199,3,0.1387890421008746,2,1,2,3,2023,4,24,0
RB08235,2024-04-16,0.6873090224416895,-0.052234043880042054,0.026546013807041944,3,0.0017089024396281037,0,5,0,4,2024,4,16,1
RB05046,2024-09-07,-0.2770953285326653,-0.2842809436783299,0.06644994823412202,2,-0.2959732311622017,1,5,2,2,2024,9,7,5
RB06768,2024-11-21,0.20510684695451212,0.09025089459259082,0.04045280487428605,3,0.11095484787032597,0,0,2,1,2024,11,21,3
RB06369,2023-11-16,0.6873090224416895,0.0698959033822147,0.19264891644611473,1,0.134999410022537,1,2,1,4,2023,11,16,3
RB05245,2024-11-01,-0.2770953285326653,-0.04612754651692921,-0.07482634456277659,4,-0.06663515193866733,0,5,4,2,2024,11,1,4
RB02066,2024-11-26,-1.7237018549941974,-0.1082102697085764,0.21210755925973515,2,-0.2269757919428136,2,5,2,0,2024,11,26,1
RB07798,2024-09-09,0.20510684695451212,0.030203670521981255,-0.08534946669017314,4,0.04927531887117598,1,4,3,1,2024,9,9,0
RB04154-DUP,2024-04-26,-1.7237018549941974,-0.1407782556451782,-0.22482955617989048,1,-0.2520657698407729,2,2,1,0,2024,4,26,4
RB04989,2023-01-30,0.6873090224416895,0.09737514151622247,-0.04071803815126924,2,0.1649897742286915,2,6,2,4,2023,1,30,0
RB00807,2023-05-06,-0.2770953285326653,-0.05019854475900444,0.047452375300123584,2,-0.07055546098522347,0,3,0,2,2023,5,6,5
RB04987,2023-06-10,-1.7237018549941974,-0.04205654827485399,-0.1410327198723407,1,-0.17601177433758372,2,6,2,0,2023,6,10,5
RB08994,2024-05-28,1.1695111979288668,-0.12652976179791492,0.20191377276064001,3,-0.04703360670588661,2,2,4,3,2024,5,28,1
RB06081,2023-07-02,0.20510684695451212,-0.24153546213654,0.17462088044013443,5,-0.22985068524362143,2,1,2,1,2023,7,2,6
RB09271,2023-05-09,1.1695111979288668,-0.14688475300829104,-0.05860429007644677,1,-0.07055546098522347,2,6,1,3,2023,5,9,1
RB05726,2024-07-12,-1.7237018549941974,0.05666515909547022,0.22897497576902928,1,-0.09995777883439455,1,5,0,0,2024,7,12,4
RB05618,2023-03-16,0.20510684695451212,-0.031879052669665925,0.12501587277559936,2,-0.014495041619470623,1,3,4,1,2023,3,16,3
RB08384,2023-11-29,0.6873090224416895,0.04038116612716932,0.04172533058034155,2,0.10278753735666733,0,6,0,4,2023,11,29,2
RB05096,2024-11-03,0.20510684695451212,0.04546991392976335,-0.1412373832916604,3,0.06495655505740056,2,6,3,1,2024,11,3,6
RB00969,2023-04-16,0.6873090224416895,-0.21405622400253224,0.11262212427945067,0,-0.17490102010772615,0,5,1,4,2023,4,16,6
RB04034,2023-03-11,0.6873090224416895,-0.036967800472259955,-0.277314790650618,1,0.018370215887491714,2,6,2,4,2023,3,11,5
RB00636,2024-11-03,0.6873090224416895,-0.02577255530655309,-0.2689990999881333,1,0.03058851241592503,0,2,2,4,2024,11,3,6
RB05893,2024-03-11,0.6873090224416895,0.14622712042112518,0.3141201189292704,1,0.21830597726185502,1,1,2,4,2024,3,11,0
RB08051,2024-11-21,1.1695111979288668,-0.09905052366390714,-0.38108919407518593,2,-0.01527910342878185,2,2,0,3,2024,11,21,3
RB04597,2024-09-23,-0.2770953285326653,-0.3188844287359693,-0.39581260169211113,1,-0.32929585805792894,1,2,0,2,2024,9,23,0
RB01136,2024-08-05,1.1695111979288668,-0.13060076003999013,0.27944684913065626,5,-0.05173797756175399,1,2,1,3,2024,8,5,0
RB05681,2024-07-31,0.6873090224416895,-0.23339346565238958,-0.14662517836216538,2,-0.19600535047502007,1,2,2,4,2024,7,31,2
RB08642,2023-04-25,0.20510684695451212,0.07193140250325232,0.08793974307119662,2,0.09213736444685648,1,5,0,1,2023,4,25,1
RB04187,2023-07-01,-1.7237018549941974,-0.12652976179791492,-0.40306789953571837,4,-0.2410889045104157,0,2,1,0,2023,7,1,5
RB02574,2024-04-04,1.1695111979288668,-0.11940551487428326,-0.3824315253535907,2,-0.038800957708118713,2,4,3,3,2024,4,4,3
RB01435,2023-10-07,0.20510684695451212,-0.03900329959329757,-0.19565761736322865,3,-0.021812951839708758,0,1,3,1,2023,10,7,5
RB02735,2024-09-24,-1.7237018549941974,0.07600240074532753,-0.21344391422761042,0,-0.0850606044574812,1,4,3,0,2024,9,24,1
RB06057,2023-10-30,0.20510684695451212,-0.04205654827485399,0.2857160414084504,2,-0.02494919907695367,1,5,1,1,2023,10,30,0
RB04055,2023-12-15,0.6873090224416895,-0.004399814535658158,-0.1688774021548211,2,0.05391435124293408,2,3,2,4,2023,12,15,4
RB03127,2023-10-22,-0.2770953285326653,0.012901927993161548,0.049639163872045165,3,-0.00979067076360325,2,4,1,2,2023,10,22,6
RB01782,2023-02-19,0.6873090224416895,-0.029843553548628315,-0.0025251550977849254,2,0.026145495496494732,0,0,3,4,2023,2,19,6
RB02376,2024-08-14,-1.7237018549941974,-0.12652976179791492,-0.17075128792772964,3,-0.2410889045104157,2,3,0,0,2024,8,14,2
RB06482,2024-09-24,-0.2770953285326653,-0.015595059701365026,0.2412196065250234,4,-0.03723283408949626,0,0,1,2,2024,9,24,1
RB01469,2024-04-18,0.6873090224416895,-0.2547662064232845,0.20672288778488007,1,-0.2193311893020291,2,3,2,4,2024,4,18,3
RB08990,2024-09-11,1.1695111979288668,0.022061674037830804,0.12444819321836231,2,0.12467592953327247,2,1,4,3,2024,9,11,2
RB04774,2023-06-25,0.20510684695451212,-0.20286097883682538,0.0953263677406049,3,-0.19012488690518584,1,6,1,1,2023,6,25,6
RB02960,2024-09-14,-1.7237018549941974,0.02715042184042484,-0.37352588253880037,0,-0.12269557130442019,2,4,2,0,2024,9,14,5
RB06894,2024-09-20,1.1695111979288668,0.014937427114199162,-0.21382227672676415,4,0.11644328053550457,0,3,2,3,2024,9,20,4
RB04129,2023-12-09,-0.2770953285326653,0.05564740953495141,-0.10566628345646858,2,0.031372574225236254,2,6,2,2,2023,12,9,5
RB09048,2024-09-13,-1.7237018549941974,-0.03391455179070354,0.12423415901209298,2,-0.1697392798630939,0,7,4,0,2024,9,13,4
RB03605,2024-10-10,0.6873090224416895,-0.05426954300107967,-0.42251010952005036,2,-0.0005126060200870443,2,1,4,4,2024,10,10,3
RB03644,2023-07-13,-0.2770953285326653,0.007813180190567518,0.012816317032294786,2,-0.01469105707179843,0,1,1,2,2023,7,13,3
RB03614,2023-10-16,-1.7237018549941974,-0.05426954300107967,-0.17950115838554606,2,-0.18542051604931847,0,2,2,0,2023,10,16,0
RB06798,2023-06-05,0.20510684695451212,0.04139891568768812,0.012563849018681485,4,0.06077489207440733,1,7,3,1,2023,6,5,0
RB07704-DUP,2023-09-30,1.1695111979288668,-0.01457731014084622,-0.031214702099301696,0,0.08233659183046613,2,2,4,3,2023,9,30,5
RB03324,2023-07-05,1.1695111979288668,-0.12144101399532088,-0.15903114962390053,1,-0.041153143136052395,0,2,1,3,2023,7,5,2
RB03849,2023-09-23,0.6873090224416895,0.14215612217904994,0.12738545959729156,2,0.21386296034242475,0,2,0,4,2023,9,23,5
RB03366,2023-05-28,-0.2770953285326653,-0.1407782556451782,-0.16295873163234487,1,-0.15778233727109767,1,1,2,2,2023,5,28,6
RB08682,2024-01-22,0.6873090224416895,0.17268860899461413,-0.0626636063362117,3,0.24718558723815195,2,4,3,4,2024,1,22,0
RB04262,2023-09-10,-1.7237018549941974,-0.00948856233825219,-0.13632138697279222,2,-0.15092179643962442,1,6,3,0,2023,9,10,6
RB04407,2023-05-06,0.20510684695451212,-0.06546478816678654,0.309967502225529,4,-0.048993761229164684,1,1,1,1,2023,5,6,5
RB07074,2023-11-16,1.1695111979288668,-0.06953578640886177,-0.40723885038783947,1,0.0188275852762566,2,3,0,3,2023,11,16,3
RB03937,2023-04-13,0.20510684695451212,0.15844011514735085,-0.3752672192093492,0,0.1809977028354624,2,4,0,1,2023,4,13,3
RB06717,2024-10-13,0.20510684695451212,0.11162363536348575,0.009347360350355171,1,0.13290857853104038,1,2,1,1,2024,10,13,6
RB01866,2023-06-06,0.20510684695451212,-0.015595059701365026,0.1293393365805381,4,0.002231610312502256,2,3,0,1,2023,6,6,1
RB05774,2023-05-28,0.20510684695451212,-0.21405622400253224,0.13403002658709612,1,-0.2016244601084172,1,7,3,1,2023,5,28,6
RB06940,2023-11-10,0.6873090224416895,-0.023737056185515477,0.0018323966422892463,2,0.032810020875640174,2,2,1,4,2023,11,10,4
