Transaction_ID,Date,Region,Product_Variant,Channel,Unit_Price,Units_Sold,Marketing_Spend,Logistics_Delay,Customer_Score
10136,2023-11-03 02:14:46.463862808,ASIA-PACIFIC,Sugarfree,f1 sponsorship,34.464058640415104,117468,113596.51026806698,0,74
10137,2025-03-20 11:24:07.367884576,TH-CENTRAL,EnergyShot,extreme sports,38.37581243486732,183382,165946.2332268384,55,10
10138,2025-09-22 22:02:30.836402752,ASIA-PACIFIC,Original,Social Media,42.060379177903556,111978,119124.99871528031,1,72
10139,2024-06-13 09:51:07.115459888,TH-EAST,Sugarfree,TV Ad,35.27259204758588,247940,213153.88092702144,80,54
10140,2025-09-07 16:13:43.264568368,TH-EAST,Original,TV Ad,47.435641654419214,137497,143345.6187535901,29,52
10141,2023-06-10 08:41:05.028611238,TH-SOUTH,EnergyShot,Social Media,47.24894589884222,59857,65344.565370577046,70,20
10142,2023-08-17 12:41:33.258182972,USA-WEST,EnergyShot,Social Media,33.035645916507285,80293,83210.50429630728,51,32
10143,2023-08-31 09:43:54.951608772,USA-EAST,Original,in-store promo,37.94497011784771,48683,62220.93352392646,8,14
10144,2023-12-30 06:21:08.517038572,TH-NORTH,EnergyShot,Social Media,34.017566196335395,163222,149860.58920286503,21,50
10145,2023-02-01 02:55:38.536077119,TH-EAST,EnergyShot,extreme sports,33.69680988754935,66772,71267.45946964543,33,28
10146,2025-12-17 12:24:55.646393424,TH-SOUTH,Original,TV Ad,28.737738947090655,64997,72827.99386192643,48,53
10147,2025-01-19 19:57:03.252231984,EUROPE-EU,Sugarfree,TV Ad,40.19128667959794,270815,238209.6520076754,0,24
10148,2024-03-04 23:46:41.916333920,TH-CENTRAL,EnergyShot,extreme sports,38.05358046457723,264547,224531.01443521108,72,79
10149,2023-03-27 01:26:06.737194788,EUROPE-EU,Sugarfree,f1 sponsorship,29.029575024999787,149729,140417.3193622732,83,22
10150,2024-02-15 14:54:29.695514704,TH-SOUTH,EnergyShot,Social Media,33.572929284732226,296278,247161.06417004115,52,30
10151,2023-02-18 06:39:08.773195750,ASIA-PACIFIC,Original,f1 sponsorship,46.165317719333075,27676,50037.30563413262,82,63
10152,2023-11-22 17:48:05.379107472,USA-WEST,Sugarfree,f1 sponsorship,32.79123781333945,192687,172795.89125467878,39,4
10153,2025-05-07 14:18:14.715168128,USA-WEST,Sugarfree,extreme sports,30.897897441824462,193975,173285.635474374,44,77
10154,2023-10-19 22:09:47.168205448,USA-WEST,Sugarfree,extreme sports,37.789055205551264,151776,141488.61117397764,67,59
10155,2023-12-04 07:57:00.191733692,TH-CENTRAL,EnergyShot,Social Media,47.71300908221201,137684,129389.59458685857,8,87
10156,2025-05-12 04:40:50.489387088,USA-WEST,EnergyShot,Social Media,32.84110543023001,151170,141076.62709612152,21,8
10157,2023-02-24 04:43:17.154037866,TH-CENTRAL,Sugarfree,in-store promo,41.44271094811757,141662,132992.0872159361,17,82
10158,2024-09-24 02:07:39.101022456,TH-SOUTH,Original,in-store promo,43.232392306574354,211309,196098.4954964599,75,12
10159,2025-12-28 15:00:53.302190544,TH-CENTRAL,Sugarfree,TV Ad,32.752750879847994,73343,77071.08699465681,42,31
10160,2025-03-03 03:48:09.729553432,USA-WEST,Original,Social Media,42.56432697223719,75327,89527.84411822603,38,78
10161,2024-05-30 18:14:41.551662856,TH-CENTRAL,EnergyShot,in-store promo,35.355662654385064,83578,86103.64567848473,72,34
10162,2023-07-17 04:12:43.563723384,EUROPE-EU,Original,TV Ad,40.64611661187159,73725,102494.1170242529,5,82
10163,2023-11-13 19:29:40.193465212,ASIA-PACIFIC,Sugarfree,Social Media,40.670594215217896,169693,155051.68375631666,82,98
10164,2024-01-07 15:28:44.446798476,TH-NORTH,Original,f1 sponsorship,38.71549368149517,58517,72241.74946764375,47,75
10165,2025-08-28 22:53:45.716250320,TH-EAST,Sugarfree,TV Ad,29.805795401088165,263660,223633.8590653008,6,76
10166,2025-07-05 07:41:44.828315632,TH-SOUTH,EnergyShot,in-store promo,44.70604991178476,111796,109472.30626169447,79,49
10167,2024-10-03 08:56:14.564225440,ASIA-PACIFIC,Original,f1 sponsorship,34.41560129943472,72955,82507.59749374157,68,79
10168,2024-08-18 22:39:02.546194224,TH-CENTRAL,Sugarfree,extreme sports,31.730370207997083,210063,185124.26191964865,15,57
10169,2025-12-06 16:35:29.879231712,USA-WEST,EnergyShot,f1 sponsorship,28.81550283109528,53139,57617.26011986386,0,95
10170,2025-05-28 22:19:41.272809520,ASIA-PACIFIC,Original,in-store promo,39.81785886376484,184611,173993.71297483283,36,93
10171,2023-03-23 16:09:55.776534566,EUROPE-EU,Sugarfree,extreme sports,41.55128723684565,214631,189639.68613529997,82,26
10172,2024-01-03 01:15:08.959018012,TH-NORTH,EnergyShot,TV Ad,28.331756578557123,91622,92983.30627734383,36,18
10173,2024-05-27 23:41:26.490509496,TH-SOUTH,Original,Social Media,38.24186116598562,43207,58392.81468872686,80,96
10174,2024-07-07 17:22:35.147203512,TH-NORTH,EnergyShot,TV Ad,32.52991550395876,128646,122729.07178388991,63,86
10175,2023-12-01 03:46:02.383106328,TH-EAST,EnergyShot,TV Ad,40.903455808188994,64870,69718.84604838729,85,38
10176,2024-10-25 00:13:56.733269824,TH-EAST,EnergyShot,extreme sports,31.487328580099827,69657,73295.56993466741,61,81
10177,2023-01-16 19:44:24.717045602,TH-EAST,Sugarfree,f1 sponsorship,41.81875476204932,101382,100852.2462889729,71,87
10178,2023-04-08 23:59:45.532758067,TH-CENTRAL,EnergyShot,extreme sports,35.734706926010745,111864,109093.58492535187,60,88
10179,2024-08-12 15:00:41.609048784,USA-WEST,EnergyShot,extreme sports,46.73459977473469,171249,155994.06820428412,32,50
10180,2023-07-29 23:47:02.510360060,ASIA-PACIFIC,Sugarfree,f1 sponsorship,30.750418882919867,209820,185678.3771006026,65,8
10181,2024-01-06 15:17:18.228842512,USA-WEST,Sugarfree,Social Media,34.82132702100517,187382,168554.18817403697,29,41
10182,2024-08-12 18:38:24.474435072,TH-EAST,EnergyShot,f1 sponsorship,30.269470424811782,76106,79672.06745790337,19,6
10183,2023-10-19 20:39:45.590641692,ASIA-PACIFIC,Original,in-store promo,46.49387236557126,65778,84417.20649052528,59,69
10184,2025-10-06 13:19:38.790025936,ASIA-PACIFIC,Original,f1 sponsorship,45.54678706761962,250304,225753.8499585829,81,44
10185,2025-09-26 16:32:51.529099856,TH-SOUTH,Sugarfree,in-store promo,33.15883255430311,178198,161670.46301282273,73,64
10186,2024-09-03 18:32:32.153982384,TH-EAST,EnergyShot,Social Media,41.199680920683576,263793,223987.5665795378,23,29
10187,2025-01-04 19:01:25.934087232,EUROPE-EU,Original,TV Ad,44.34444400402432,98183,124309.30226397488,3,28
10188,2023-10-08 03:07:10.286723288,TH-NORTH,Original,Social Media,39.10401623198925,183511,172880.00148626475,36,11
10189,2025-06-15 07:40:11.926829632,TH-SOUTH,Sugarfree,Social Media,38.59301156712013,169587,154732.68321092217,3,65
10190,2025-12-16 05:16:18.530565712,TH-CENTRAL,Original,f1 sponsorship,32.83704581800903,111243,113824.69796409251,76,19
10191,2024-10-31 16:46:57.233163800,TH-EAST,Original,f1 sponsorship,29.862055356117985,150836,143983.07440671907,76,9
10192,2023-12-22 05:06:41.251137160,USA-WEST,Sugarfree,in-store promo,45.944315159066534,163710,150498.1753653864,17,27
10193,2024-01-20 11:39:29.527507272,TH-CENTRAL,EnergyShot,extreme sports,46.00836114326661,88221,90154.19495133572,87,34
10194,2024-07-20 07:10:06.839293160,TH-NORTH,EnergyShot,extreme sports,40.66202914546536,116111,113002.07447534631,65,44
10195,2023-10-05 04:47:30.754346804,TH-CENTRAL,EnergyShot,Social Media,34.780595820974014,241879,208281.9501013951,47,68
10196,2025-06-06 14:05:14.457174512,TH-SOUTH,EnergyShot,extreme sports,34.98419149225322,277175,233157.64789082544,32,82
10197,2024-04-27 13:38:47.521557816,USA-WEST,EnergyShot,in-store promo,42.51911357740479,126970,121958.8187090599,57,15
10198,2025-05-23 20:58:19.653506048,TH-EAST,EnergyShot,Social Media,45.94220519905154,114044,111394.45644180363,82,51
10199,2024-11-28 06:09:55.327914376,EUROPE-EU,Sugarfree,extreme sports,45.741728485302346,10,89039.4329143765,72,13
10200,2023-07-10 15:29:55.699699128,TH-EAST,EnergyShot,Social Media,43.597510917152476,211417,185698.23373011625,27,83
10201,2025-05-08 05:59:32.086128880,USA-EAST,Sugarfree,extreme sports,40.84063292308576,118336,114619.94033326746,34,49
10202,2025-08-31 15:25:07.994891280,USA-WEST,Sugarfree,extreme sports,29.682799299900978,297624,247549.9078198377,9,70
10203,2025-09-30 01:59:59.224204064,TH-CENTRAL,Original,extreme sports,31.232574281892276,113780,115136.96041279065,64,56
10204,2025-03-26 14:18:23.162123184,ASIA-PACIFIC,Original,f1 sponsorship,45.97108377054158,120230,128827.20935652564,41,76
10205,2025-12-09 06:09:02.534624816,TH-CENTRAL,EnergyShot,TV Ad,40.1285811931918,190246,170666.83924240695,84,51
10206,2023-03-18 05:16:55.509763007,TH-EAST,EnergyShot,f1 sponsorship,28.183941032332594,244704,210336.85863826098,8,37
10207,2023-01-24 02:37:39.170164512,TH-CENTRAL,EnergyShot,in-store promo,30.02943085732064,154773,143903.73306912673,59,17
10208,2023-12-15 22:03:57.369234960,ASIA-PACIFIC,Sugarfree,f1 sponsorship,41.27003538216111,143368,134531.20675779166,14,58
10209,2025-04-10 20:10:44.442294888,TH-NORTH,Sugarfree,Social Media,28.101231676924375,299609,249127.56671896167,56,87
10210,2023-05-18 05:41:00.757609390,TH-NORTH,Original,Social Media,31.216161028349973,41010,52098.72822798889,68,90
10211,2024-03-28 05:20:11.573211032,EUROPE-EU,Sugarfree,in-store promo,38.97467578733172,270581,229013.05777024917,21,29
10212,2024-02-12 22:43:27.952246728,TH-NORTH,Sugarfree,Social Media,41.83790395385387,76148,79828.16518794748,63,33
10213,2024-10-17 07:51:40.918300824,EUROPE-EU,EnergyShot,TV Ad,41.03922519005201,167718,207185.05524178268,40,60
10214,2025-08-08 03:56:46.945005296,USA-EAST,Original,extreme sports,32.4853861892112,188452,173586.31196925958,86,91
10215,2023-03-02 04:57:01.390500843,TH-NORTH,EnergyShot,f1 sponsorship,42.24358442695072,123379,118369.45709961842,70,89
10216,2024-04-24 14:04:23.145153240,USA-EAST,Sugarfree,f1 sponsorship,32.744981749936,264662,224774.99110420368,55,55
10217,2025-08-24 08:15:20.574767776,TH-SOUTH,Original,Social Media,34.507993963185356,40141,52581.44559619839,22,10
